restaurant_id,name,zone_id,district,category,price_level,base_prep_time_mean_min,base_prep_time_std_min,capacity_tier,has_consistent_promo,promo_pattern,matchday_sensitivity,latency_pressure_factor
R0507,Vical Bowl 0507,Z19,Vicálvaro,healthy,2,11.9,2.1,large,false,none,low,1.04
R0508,River Pizzeria 0508,Z02,Arganzuela,pizza,3,16.4,2.4,small,true,lunch_combo,medium,0.73
R0509,Monte Napoli 0509,Z08,Fuencarral-El Pardo,pizza,2,16.6,2.3,small,true,lunch_combo,low,1.19
R0510,Horta Grill 0510,Z16,Hortaleza,burger,1,13.8,2.2,medium,true,lunch_combo,low,0.82
R0511,River Express 0511,Z02,Arganzuela,fast_food,1,11.0,2.0,medium,false,none,low,0.97
R0512,Chamberi District 0512,Z07,Chamberí,burger,2,13.7,2.5,small,false,random_flash,medium,1.14
R0513,Aravaca Tapas 0513,Z09,Moncloa-Aravaca,spanish_tapas,1,18.9,2.6,small,false,none,low,1.06
R0514,Bernabeu Go 0514,Z05,Chamartín,fast_food,2,11.4,2.1,medium,false,random_flash,medium,1.34
R0515,Park Roll 0515,Z03,Retiro,sushi,3,23.2,3.7,large,false,none,low,1.07
R0516,Horta Corner 0516,Z16,Hortaleza,fast_food,1,10.8,2.0,medium,false,random_flash,low,0.86
R0517,River Roots 0517,Z02,Arganzuela,healthy,2,13.0,2.2,medium,false,none,low,1.15
R0518,Horta Stack 0518,Z16,Hortaleza,burger,4,13.7,2.5,medium,false,random_flash,low,1.08
R0519,Park Brothers 0519,Z03,Retiro,kebab,2,9.1,1.8,medium,false,none,medium,1.08
R0520,Latina Pizza 0520,Z10,Latina,pizza,2,14.8,2.3,small,true,lunch_combo,low,0.9
R0521,Bernabeu Loco 0521,Z05,Chamartín,mexican,3,13.6,2.6,medium,false,none,medium,1.21
R0522,Park Mesón 0522,Z03,Retiro,spanish_tapas,3,17.7,2.6,small,false,none,low,1.01
R0523,Verde Wasabi 0523,Z17,Villaverde,sushi,3,22.5,4.1,medium,false,none,high,1.08
R0524,Aravaca Oven 0524,Z09,Moncloa-Aravaca,pizza,1,17.1,2.6,small,false,random_flash,medium,1.28
R0525,Latina Burger 0525,Z10,Latina,burger,3,14.0,2.2,small,true,lunch_combo,low,0.72
R0526,Golden Tokyo 0526,Z04,Salamanca,sushi,3,20.8,4.5,medium,false,none,medium,1.18
R0527,Central Roll 0527,Z01,Centro,sushi,3,20.2,4.6,small,false,none,low,1.27
R0528,River Daily 0528,Z02,Arganzuela,grocery_convenience,2,7.5,1.5,medium,false,none,high,1.21
R0529,Vical Fit 0529,Z19,Vicálvaro,healthy,3,11.3,1.8,medium,false,none,high,1.33
R0530,Morata Doner 0530,Z14,Moratalaz,kebab,2,9.2,1.7,medium,true,healthy_lunch,medium,1.14
R0531,Golden Bites 0531,Z04,Salamanca,fast_food,2,11.7,2.0,small,false,none,low,1.24
R0532,Aravaca Smash 0532,Z09,Moncloa-Aravaca,burger,2,13.5,2.0,medium,false,random_flash,medium,1.17
R0533,Central Zen 0533,Z01,Centro,sushi,4,22.5,4.3,medium,false,none,medium,0.94
R0534,Golden LaPlaza 0534,Z04,Salamanca,spanish_tapas,2,19.5,3.1,small,false,none,medium,0.96
R0535,River Pizzeria 0535,Z02,Arganzuela,pizza,2,15.3,2.5,large,false,random_flash,low,1.03
R0536,Norte Roots 0536,Z06,Tetuán,healthy,2,12.4,2.1,small,true,healthy_lunch,medium,0.88
R0537,Horta Smash 0537,Z16,Hortaleza,burger,2,14.3,2.7,medium,true,lunch_combo,low,1.06
R0538,Lineal Burrito 0538,Z15,Ciudad Lineal,mexican,2,13.0,2.3,medium,true,taco_tuesday_2x1,medium,1.13
R0539,Usera Wasabi 0539,Z12,Usera,sushi,2,19.9,3.5,medium,false,none,low,1.23
R0540,Horta Bites 0540,Z16,Hortaleza,fast_food,2,9.8,1.7,large,true,weekend_discount,medium,0.89
R0541,Lineal Taberna 0541,Z15,Ciudad Lineal,spanish_tapas,2,17.8,2.7,small,false,none,low,0.95
R0542,Lineal Mesón 0542,Z15,Ciudad Lineal,spanish_tapas,1,17.0,3.1,small,false,none,medium,0.97
R0543,Aravaca Cookie 0543,Z09,Moncloa-Aravaca,dessert,3,8.9,2.1,large,false,random_flash,low,0.89
R0544,Monte Bodega 0544,Z08,Fuencarral-El Pardo,spanish_tapas,1,20.1,2.4,medium,false,none,medium,0.73
R0545,Bernabeu Corner 0545,Z05,Chamartín,fast_food,3,10.5,1.9,small,false,random_flash,medium,1.2
R0546,Chamberi Patty 0546,Z07,Chamberí,burger,3,13.5,2.2,large,true,weekend_discount,high,1.24
R0547,Cara Corner 0547,Z11,Carabanchel,fast_food,2,11.4,1.7,medium,false,none,low,0.98
R0548,Usera Daily 0548,Z12,Usera,grocery_convenience,1,6.4,1.5,small,false,random_flash,low,0.99
R0549,Aravaca Casa 0549,Z09,Moncloa-Aravaca,spanish_tapas,2,17.7,3.1,small,true,healthy_lunch,low,1.41
R0550,Norte Taquería 0550,Z06,Tetuán,mexican,1,12.9,3.1,medium,true,taco_tuesday_2x1,medium,0.78
R0551,Monte Doner 0551,Z08,Fuencarral-El Pardo,kebab,2,8.9,1.5,medium,false,none,medium,0.7
R0552,Central Pizza 0552,Z01,Centro,pizza,2,15.0,3.1,medium,false,none,low,1.08
R0553,Bernabeu Bites 0553,Z05,Chamartín,fast_food,3,10.9,1.6,medium,true,weekend_discount,high,0.87
R0554,Aero LaPlaza 0554,Z21,Barajas,spanish_tapas,1,17.5,2.5,medium,false,random_flash,medium,1.01
R0555,Bernabeu District 0555,Z05,Chamartín,burger,1,14.5,2.1,medium,false,none,high,1.31
R0556,Usera Roll 0556,Z12,Usera,sushi,3,20.7,3.4,large,false,random_flash,low,1.06
R0557,Aero Casa 0557,Z21,Barajas,spanish_tapas,2,17.9,3.1,medium,true,healthy_lunch,medium,0.89
R0558,Lineal Corner 0558,Z15,Ciudad Lineal,fast_food,2,10.6,2.2,medium,true,lunch_combo,low,1.28
R0559,Chamberi Corner 0559,Z07,Chamberí,fast_food,1,11.7,2.1,large,false,random_flash,high,1.01
R0560,Villa Wrap 0560,Z18,Villa de Vallecas,kebab,2,8.7,1.6,medium,false,random_flash,low,0.88
R0561,Chamberi Bowl 0561,Z07,Chamberí,healthy,4,11.6,2.0,medium,false,random_flash,medium,1.04
R0562,Cara Tapas 0562,Z11,Carabanchel,spanish_tapas,2,16.5,2.8,medium,false,random_flash,high,0.96
R0563,Latina Bites 0563,Z10,Latina,fast_food,2,11.8,2.1,medium,true,weekend_discount,low,0.7
R0564,River Brothers 0564,Z02,Arganzuela,kebab,2,10.2,1.9,small,false,none,low,0.92
R0565,Cara Mart 0565,Z11,Carabanchel,grocery_convenience,2,6.7,1.7,small,false,none,medium,0.75
R0566,Central Pizza 0566,Z01,Centro,pizza,2,16.2,2.3,large,true,weekend_discount,medium,1.0
R0567,Cara Bites 0567,Z11,Carabanchel,fast_food,2,11.2,2.3,medium,true,weekend_discount,medium,1.25
R0568,Aravaca Patty 0568,Z09,Moncloa-Aravaca,burger,1,12.8,1.9,small,true,lunch_combo,medium,1.0
R0569,Bernabeu Pizza 0569,Z05,Chamartín,pizza,2,17.0,2.7,medium,false,none,medium,1.02
R0570,Monte Box 0570,Z08,Fuencarral-El Pardo,fast_food,2,10.1,2.3,small,false,random_flash,medium,1.03
R0571,Latina Market 0571,Z10,Latina,grocery_convenience,1,7.3,1.7,medium,false,random_flash,medium,0.87
R0572,Aravaca Now 0572,Z09,Moncloa-Aravaca,grocery_convenience,1,6.6,1.6,small,true,healthy_lunch,low,0.7
R0573,Vallecas Express 0573,Z13,Puente de Vallecas,fast_food,1,11.5,1.9,medium,false,random_flash,low,1.0
R0574,Metropolitano Tapas 0574,Z20,San Blas-Canillejas,spanish_tapas,1,19.7,2.5,small,false,none,medium,1.11
R0575,Chamberi Fit 0575,Z07,Chamberí,healthy,2,10.6,1.7,small,false,none,medium,0.9
R0576,Villa Box 0576,Z18,Villa de Vallecas,fast_food,2,11.9,2.3,medium,true,weekend_discount,low,1.02
R0577,Horta Go 0577,Z16,Hortaleza,fast_food,1,10.2,1.7,small,true,lunch_combo,low,0.86
R0578,Vallecas Pizza 0578,Z13,Puente de Vallecas,pizza,4,15.5,3.2,medium,false,none,low,0.96
R0579,Bernabeu Express 0579,Z05,Chamartín,fast_food,3,11.3,1.7,small,false,random_flash,high,1.25
R0580,Lineal Wrap 0580,Z15,Ciudad Lineal,kebab,2,9.7,1.4,small,true,healthy_lunch,medium,1.02
R0581,Verde Roma 0581,Z17,Villaverde,pizza,2,16.4,2.8,small,false,none,low,1.25
R0582,Central Patty 0582,Z01,Centro,burger,2,15.3,2.2,small,false,random_flash,medium,1.28
R0583,Aero Daily 0583,Z21,Barajas,grocery_convenience,1,7.0,1.3,medium,false,none,medium,0.78
R0584,Park Mesón 0584,Z03,Retiro,spanish_tapas,4,19.0,2.6,large,true,healthy_lunch,medium,0.89
R0585,Golden Stack 0585,Z04,Salamanca,burger,3,14.0,2.6,large,true,weekend_discount,low,1.05
R0586,Chamberi Express 0586,Z07,Chamberí,fast_food,3,10.5,1.8,medium,true,lunch_combo,low,1.01
R0587,Bernabeu Box 0587,Z05,Chamartín,fast_food,2,11.4,1.7,medium,true,weekend_discount,high,1.46
R0588,Golden Doner 0588,Z04,Salamanca,kebab,2,9.6,1.9,large,false,random_flash,high,1.32
R0589,Usera Express 0589,Z12,Usera,fast_food,1,10.3,2.2,small,true,lunch_combo,medium,1.04
R0590,Lineal Express 0590,Z15,Ciudad Lineal,grocery_convenience,2,6.7,1.4,medium,false,none,medium,0.96
R0591,Chamberi Sushi 0591,Z07,Chamberí,sushi,4,20.9,3.7,medium,false,none,medium,0.97
R0592,Park Taco 0592,Z03,Retiro,mexican,2,15.7,3.0,medium,true,taco_tuesday_2x1,medium,1.15
R0593,Lineal Green 0593,Z15,Ciudad Lineal,healthy,2,12.1,1.7,medium,false,none,high,1.23
R0594,Bernabeu Kebab 0594,Z05,Chamartín,kebab,1,8.8,1.8,medium,false,none,low,1.01
R0595,Chamberi Box 0595,Z07,Chamberí,fast_food,2,11.2,2.0,medium,false,none,high,0.93
R0596,Verde Pizza 0596,Z17,Villaverde,pizza,1,16.0,2.9,medium,true,weekend_discount,low,0.72
R0597,Latina Pizza 0597,Z10,Latina,pizza,2,16.7,2.3,small,true,lunch_combo,high,0.91
R0598,Norte Brothers 0598,Z06,Tetuán,kebab,1,8.9,2.1,small,true,healthy_lunch,medium,0.88
R0599,Vical Taquería 0599,Z19,Vicálvaro,mexican,1,13.0,2.5,small,false,random_flash,medium,0.87
R0600,Central Roma 0600,Z01,Centro,pizza,2,16.5,2.8,medium,false,none,low,0.92
R0601,Norte Roots 0601,Z06,Tetuán,healthy,2,12.2,2.4,medium,true,healthy_lunch,low,0.98
R0602,Bernabeu Market 0602,Z05,Chamartín,grocery_convenience,1,7.2,1.3,small,false,none,high,1.17
R0603,Norte Bowl 0603,Z06,Tetuán,healthy,2,11.0,1.7,small,true,healthy_lunch,low,1.14
R0604,Horta Loco 0604,Z16,Hortaleza,mexican,2,12.3,2.5,medium,false,random_flash,low,1.22
R0605,Chamberi Slice 0605,Z07,Chamberí,pizza,3,15.4,2.5,small,true,lunch_combo,low,1.4
R0606,Park Grill 0606,Z03,Retiro,burger,2,14.5,2.1,small,false,none,low,1.19
R0607,Lineal Burger 0607,Z15,Ciudad Lineal,burger,1,13.8,2.2,small,false,random_flash,high,1.09
R0608,Bernabeu Oven 0608,Z05,Chamartín,pizza,2,17.1,2.4,small,false,none,medium,1.07
R0609,Metropolitano Express 0609,Z20,San Blas-Canillejas,grocery_convenience,1,6.9,1.4,medium,false,none,high,0.7
R0610,Vical Daily 0610,Z19,Vicálvaro,grocery_convenience,2,7.2,1.8,small,true,healthy_lunch,medium,0.72
R0611,Central Green 0611,Z01,Centro,healthy,3,10.9,2.1,small,true,healthy_lunch,low,1.3
R0612,Aravaca Smash 0612,Z09,Moncloa-Aravaca,burger,1,15.3,2.6,large,false,none,medium,1.18
R0613,Chamberi Grill 0613,Z07,Chamberí,kebab,4,9.5,1.5,large,false,none,medium,1.01
R0614,Bernabeu Roma 0614,Z05,Chamartín,pizza,3,17.3,2.7,large,false,none,high,1.25
R0615,Lineal Go 0615,Z15,Ciudad Lineal,grocery_convenience,2,6.2,1.6,small,false,none,low,1.18
R0616,Monte Napoli 0616,Z08,Fuencarral-El Pardo,pizza,2,16.8,3.3,small,false,random_flash,low,1.1
R0617,Vallecas Express 0617,Z13,Puente de Vallecas,fast_food,3,10.8,2.3,small,false,random_flash,low,1.2
R0618,Vallecas Burger 0618,Z13,Puente de Vallecas,burger,1,13.6,2.5,small,false,random_flash,medium,1.24
R0619,Park Dessert 0619,Z03,Retiro,dessert,2,8.4,2.2,small,false,none,low,1.1
R0620,Aravaca Dessert 0620,Z09,Moncloa-Aravaca,dessert,2,9.1,1.7,medium,true,weekend_discount,medium,0.95
R0621,Aravaca Corner 0621,Z09,Moncloa-Aravaca,fast_food,3,11.3,1.8,small,false,none,medium,1.08
R0622,Bernabeu Taco 0622,Z05,Chamartín,mexican,2,13.1,2.3,medium,true,weekend_discount,low,0.99
R0623,Lineal Fresh 0623,Z15,Ciudad Lineal,healthy,1,11.8,2.1,small,true,healthy_lunch,high,0.84
R0624,Bernabeu Taberna 0624,Z05,Chamartín,spanish_tapas,3,18.4,2.6,small,false,random_flash,low,1.06
R0625,Latina LaPlaza 0625,Z10,Latina,spanish_tapas,3,17.6,3.4,small,false,none,medium,0.73
R0626,River Hub 0626,Z02,Arganzuela,fast_food,1,10.2,2.3,medium,false,none,medium,1.25
R0627,Usera Go 0627,Z12,Usera,fast_food,1,11.2,1.8,small,true,weekend_discount,medium,0.92
R0628,Usera Tapas 0628,Z12,Usera,spanish_tapas,1,16.9,2.6,small,false,none,low,1.02
R0629,Chamberi Sweet 0629,Z07,Chamberí,dessert,1,7.5,2.0,large,true,weekend_discount,low,0.84
R0630,Park Pizza 0630,Z03,Retiro,pizza,1,16.0,2.9,small,false,none,low,0.85
R0631,Latina Taco 0631,Z10,Latina,mexican,1,12.9,2.4,small,true,taco_tuesday_2x1,low,0.99
R0632,Monte Market 0632,Z08,Fuencarral-El Pardo,grocery_convenience,3,7.9,1.5,medium,false,random_flash,low,0.83
R0633,River Taberna 0633,Z02,Arganzuela,spanish_tapas,2,17.0,3.3,small,false,none,low,0.98
R0634,Chamberi Oven 0634,Z07,Chamberí,pizza,2,16.8,2.4,small,false,random_flash,medium,1.14
R0635,Metropolitano Roll 0635,Z20,San Blas-Canillejas,sushi,2,22.4,4.6,large,false,none,low,0.98
R0636,Norte Box 0636,Z06,Tetuán,fast_food,2,11.6,2.1,small,true,weekend_discount,medium,1.12
R0637,Aravaca Express 0637,Z09,Moncloa-Aravaca,fast_food,1,11.6,2.1,large,true,weekend_discount,low,0.97
R0638,Vallecas District 0638,Z13,Puente de Vallecas,burger,2,12.9,2.7,large,true,lunch_combo,low,0.83
R0639,Metropolitano Daily 0639,Z20,San Blas-Canillejas,grocery_convenience,1,7.0,1.4,medium,false,none,high,0.91
R0640,River Go 0640,Z02,Arganzuela,fast_food,2,11.4,2.1,small,true,lunch_combo,low,1.02
R0641,Morata Grill 0641,Z14,Moratalaz,kebab,2,9.1,1.9,medium,false,random_flash,medium,0.88
R0642,Horta Taco 0642,Z16,Hortaleza,mexican,4,13.3,2.6,large,true,taco_tuesday_2x1,high,0.94
R0643,Park Shawarma 0643,Z03,Retiro,kebab,3,9.3,1.7,small,false,none,low,1.16
R0644,Chamberi Azteca 0644,Z07,Chamberí,mexican,2,11.3,2.7,small,true,weekend_discount,low,1.15
R0645,Latina Oven 0645,Z10,Latina,pizza,2,16.3,3.2,small,false,none,high,1.01
R0646,Verde Pizza 0646,Z17,Villaverde,pizza,2,17.0,2.3,small,true,weekend_discount,medium,0.99
R0647,River Fresh 0647,Z02,Arganzuela,healthy,1,12.4,1.7,medium,false,none,low,1.2
R0648,Norte Corner 0648,Z06,Tetuán,fast_food,2,11.6,1.9,medium,false,none,high,0.98
R0649,Cara Napoli 0649,Z11,Carabanchel,pizza,2,15.7,2.6,large,true,weekend_discount,low,0.91
R0650,Metropolitano Bites 0650,Z20,San Blas-Canillejas,fast_food,1,10.9,2.1,medium,false,random_flash,low,1.15
R0651,Vallecas Azteca 0651,Z13,Puente de Vallecas,mexican,2,14.5,2.7,small,false,random_flash,low,1.13
R0652,Bernabeu Taberna 0652,Z05,Chamartín,spanish_tapas,3,17.6,2.7,medium,false,none,medium,1.27
R0653,Verde Grill 0653,Z17,Villaverde,kebab,3,8.6,2.1,medium,false,none,low,0.94
R0654,Monte Wrap 0654,Z08,Fuencarral-El Pardo,kebab,3,9.0,1.6,medium,false,random_flash,low,0.94
R0655,Morata Taberna 0655,Z14,Moratalaz,spanish_tapas,1,18.2,2.6,small,false,none,low,0.94
R0656,Golden Wrap 0656,Z04,Salamanca,kebab,2,9.1,2.0,small,false,none,low,1.13
R0657,Norte Churro 0657,Z06,Tetuán,dessert,1,8.3,2.0,medium,true,weekend_discount,low,1.11
R0658,Metropolitano Sushi 0658,Z20,San Blas-Canillejas,sushi,1,21.9,3.7,small,false,none,low,0.91
R0659,Cara Gelato 0659,Z11,Carabanchel,dessert,3,7.9,1.5,medium,false,none,low,0.9
R0660,Lineal Daily 0660,Z15,Ciudad Lineal,grocery_convenience,1,7.3,1.3,medium,false,none,medium,0.91
R0661,Norte Casa 0661,Z06,Tetuán,spanish_tapas,3,18.1,2.7,small,false,none,low,1.08
R0662,Central Taquería 0662,Z01,Centro,mexican,4,12.6,2.9,large,false,none,low,1.27
R0663,Norte Fresh 0663,Z06,Tetuán,healthy,1,12.9,2.4,medium,false,none,medium,0.95
R0664,Lineal Stack 0664,Z15,Ciudad Lineal,burger,2,13.2,2.8,medium,false,random_flash,medium,0.79
R0665,Chamberi Corner 0665,Z07,Chamberí,fast_food,3,11.5,2.3,medium,true,lunch_combo,low,1.02
R0666,Park Tokyo 0666,Z03,Retiro,sushi,4,21.1,3.3,large,false,none,low,0.82
R0667,Chamberi Oven 0667,Z07,Chamberí,pizza,3,17.2,3.2,medium,false,random_flash,medium,0.87
R0668,Latina Mesón 0668,Z10,Latina,spanish_tapas,2,17.4,3.2,small,false,none,low,0.71
R0669,Central Smash 0669,Z01,Centro,burger,2,14.4,2.4,large,false,none,low,1.15
R0670,Horta Fresh 0670,Z16,Hortaleza,healthy,2,12.3,1.8,medium,false,none,medium,0.93
R0671,River Roma 0671,Z02,Arganzuela,pizza,3,17.8,2.5,large,false,none,low,0.87
R0672,Latina Gelato 0672,Z10,Latina,dessert,1,7.9,1.7,medium,true,lunch_combo,medium,0.9
R0673,Norte Market 0673,Z06,Tetuán,grocery_convenience,1,6.1,1.8,medium,false,none,medium,0.95
R0674,Golden Mart 0674,Z04,Salamanca,grocery_convenience,1,6.7,1.7,medium,false,none,medium,1.1
R0675,Cara Roma 0675,Z11,Carabanchel,pizza,2,18.5,2.5,medium,true,weekend_discount,low,1.09
R0676,Cara Corner 0676,Z11,Carabanchel,fast_food,1,10.5,2.1,medium,false,none,low,1.25
R0677,Golden Go 0677,Z04,Salamanca,fast_food,1,11.7,1.9,medium,false,random_flash,low,1.01
R0678,Usera Tapas 0678,Z12,Usera,spanish_tapas,1,17.4,2.9,small,false,none,low,0.9
R0679,Aravaca Stack 0679,Z09,Moncloa-Aravaca,burger,2,13.5,2.0,medium,true,lunch_combo,medium,1.17
R0680,Bernabeu Go 0680,Z05,Chamartín,grocery_convenience,2,7.4,1.8,small,false,none,medium,0.84
R0681,Morata Smash 0681,Z14,Moratalaz,burger,2,14.7,2.4,large,false,random_flash,low,1.25
R0682,Latina Zen 0682,Z10,Latina,sushi,1,21.0,3.6,medium,false,none,low,1.05
R0683,Vical Hub 0683,Z19,Vicálvaro,fast_food,4,10.3,1.7,medium,true,weekend_discount,medium,0.93
R0684,Golden Grill 0684,Z04,Salamanca,burger,3,14.5,2.6,small,false,none,high,0.89
R0685,Morata Burger 0685,Z14,Moratalaz,burger,1,13.6,2.2,small,false,none,medium,1.0
R0686,Norte Market 0686,Z06,Tetuán,grocery_convenience,2,7.1,1.7,medium,false,none,low,1.06
R0687,Latina Go 0687,Z10,Latina,fast_food,2,11.6,2.2,medium,false,none,low,0.95
R0688,Golden Box 0688,Z04,Salamanca,fast_food,2,11.3,2.0,medium,true,weekend_discount,medium,0.82
R0689,Golden Taberna 0689,Z04,Salamanca,spanish_tapas,2,18.4,3.3,small,false,none,medium,1.01
R0690,River Wasabi 0690,Z02,Arganzuela,sushi,2,23.5,4.2,small,true,healthy_lunch,medium,0.82
R0691,Golden Wasabi 0691,Z04,Salamanca,sushi,3,19.7,4.4,medium,false,none,medium,1.03
R0692,Norte Hub 0692,Z06,Tetuán,fast_food,4,10.6,2.2,large,false,random_flash,medium,0.77
R0693,River Sushi 0693,Z02,Arganzuela,sushi,3,20.3,3.4,large,false,none,low,1.01
R0694,Bernabeu Go 0694,Z05,Chamartín,fast_food,3,10.2,1.9,medium,false,none,medium,1.08
R0695,Norte Azteca 0695,Z06,Tetuán,mexican,1,12.9,3.0,medium,true,taco_tuesday_2x1,medium,0.8
R0696,Usera Pizzeria 0696,Z12,Usera,pizza,2,15.4,2.5,large,false,none,medium,0.78
R0697,Park LaPlaza 0697,Z03,Retiro,spanish_tapas,3,17.5,2.4,small,true,healthy_lunch,low,0.83
R0698,Chamberi Pizzeria 0698,Z07,Chamberí,pizza,4,15.1,2.9,large,true,lunch_combo,medium,0.98
R0699,Usera Oven 0699,Z12,Usera,pizza,1,16.4,3.2,medium,true,weekend_discount,high,1.09
R0700,Chamberi Express 0700,Z07,Chamberí,fast_food,2,10.2,1.8,small,true,lunch_combo,medium,0.87
R0701,Central Grill 0701,Z01,Centro,burger,3,13.1,1.9,medium,true,weekend_discount,medium,1.17
R0702,Lineal Oven 0702,Z15,Ciudad Lineal,pizza,1,15.0,3.3,medium,false,none,medium,0.79
R0703,Aravaca Roma 0703,Z09,Moncloa-Aravaca,pizza,2,14.5,3.3,large,false,none,medium,0.98
R0704,Central Bites 0704,Z01,Centro,fast_food,2,12.3,1.9,medium,true,lunch_combo,low,1.25
R0705,Bernabeu Green 0705,Z05,Chamartín,healthy,3,11.9,2.0,medium,false,none,medium,0.9
R0706,Villa Dessert 0706,Z18,Villa de Vallecas,dessert,2,8.3,2.0,large,false,none,low,1.11
R0707,Vallecas Casa 0707,Z13,Puente de Vallecas,spanish_tapas,2,17.7,3.2,small,false,random_flash,low,1.29
R0708,River Roma 0708,Z02,Arganzuela,pizza,1,16.1,2.3,large,true,lunch_combo,medium,1.05
R0709,Lineal Sweet 0709,Z15,Ciudad Lineal,dessert,2,7.8,1.6,medium,true,lunch_combo,low,1.08
R0710,Morata LaPlaza 0710,Z14,Moratalaz,spanish_tapas,1,18.9,3.0,medium,false,none,low,1.22
R0711,Chamberi Sushi 0711,Z07,Chamberí,sushi,4,21.4,4.6,small,false,none,medium,0.86
R0712,Park Express 0712,Z03,Retiro,fast_food,3,11.3,2.0,medium,false,none,medium,1.12
R0713,Cara Slice 0713,Z11,Carabanchel,pizza,1,16.7,3.1,small,false,none,low,1.45
R0714,Bernabeu Smash 0714,Z05,Chamartín,burger,2,14.0,2.6,small,false,none,high,0.93
R0715,Golden Taberna 0715,Z04,Salamanca,spanish_tapas,4,20.0,3.0,medium,false,none,medium,0.84
R0716,Morata Fit 0716,Z14,Moratalaz,healthy,3,12.5,2.5,small,true,healthy_lunch,low,1.08
R0717,Cara Grill 0717,Z11,Carabanchel,kebab,1,8.4,1.9,medium,false,random_flash,medium,0.79
R0718,Usera Loco 0718,Z12,Usera,mexican,2,12.7,3.1,large,false,random_flash,medium,1.15
R0719,Norte Grill 0719,Z06,Tetuán,kebab,2,8.5,1.7,medium,false,none,low,0.87
R0720,Verde Bites 0720,Z17,Villaverde,fast_food,2,10.8,1.7,large,true,lunch_combo,medium,0.71
R0721,Aravaca Taquería 0721,Z09,Moncloa-Aravaca,mexican,1,14.6,2.8,small,false,random_flash,low,1.06
R0722,Aero Go 0722,Z21,Barajas,fast_food,3,11.0,1.7,medium,false,none,medium,1.21
R0723,Aravaca Hub 0723,Z09,Moncloa-Aravaca,fast_food,4,11.7,2.1,large,false,random_flash,low,0.7
R0724,Latina Oven 0724,Z10,Latina,pizza,2,16.5,2.4,small,false,none,medium,0.78
R0725,Monte Smash 0725,Z08,Fuencarral-El Pardo,burger,2,14.5,2.3,small,true,lunch_combo,medium,1.15
R0726,Golden Box 0726,Z04,Salamanca,fast_food,2,10.3,1.9,small,true,lunch_combo,medium,0.99
R0727,Chamberi Go 0727,Z07,Chamberí,grocery_convenience,2,6.7,1.5,medium,false,none,low,1.15
R0728,Monte Taquería 0728,Z08,Fuencarral-El Pardo,mexican,1,11.5,3.2,small,false,none,low,1.05
R0729,Norte Bites 0729,Z06,Tetuán,fast_food,1,10.7,1.8,small,true,lunch_combo,high,0.99
R0730,Park Taberna 0730,Z03,Retiro,spanish_tapas,2,19.7,2.7,medium,false,none,medium,0.77
R0731,Bernabeu Gelato 0731,Z05,Chamartín,dessert,2,7.8,1.7,small,false,none,medium,1.28
R0732,River Box 0732,Z02,Arganzuela,fast_food,2,10.3,2.3,small,false,none,low,1.06
R0733,Norte Patty 0733,Z06,Tetuán,burger,2,15.1,2.3,small,true,weekend_discount,medium,1.08
R0734,Central Brothers 0734,Z01,Centro,kebab,2,8.5,1.5,large,false,none,low,0.9
R0735,Metropolitano Burrito 0735,Z20,San Blas-Canillejas,mexican,2,14.3,2.7,large,true,taco_tuesday_2x1,high,1.03
R0736,Lineal LaPlaza 0736,Z15,Ciudad Lineal,spanish_tapas,2,18.5,2.9,small,false,none,high,0.77
R0737,Chamberi Napoli 0737,Z07,Chamberí,pizza,2,16.0,2.4,small,true,weekend_discount,medium,1.19
R0738,River Roma 0738,Z02,Arganzuela,pizza,2,18.2,2.4,medium,true,lunch_combo,medium,1.17
R0739,Park Cookie 0739,Z03,Retiro,dessert,2,8.1,1.6,medium,false,random_flash,low,0.92
R0740,Vallecas Pizza 0740,Z13,Puente de Vallecas,pizza,1,15.5,2.3,small,false,random_flash,low,1.21
R0741,Central Azteca 0741,Z01,Centro,mexican,2,13.0,3.0,small,true,taco_tuesday_2x1,medium,1.33
R0742,Latina Grill 0742,Z10,Latina,burger,2,15.4,2.4,medium,false,none,low,0.97
R0743,Central Roll 0743,Z01,Centro,sushi,3,21.0,4.7,medium,false,none,low,1.1
R0744,Norte Pizzeria 0744,Z06,Tetuán,pizza,1,16.4,2.4,medium,true,weekend_discount,high,0.88
R0745,Usera Mesón 0745,Z12,Usera,spanish_tapas,2,17.8,3.1,large,false,none,low,1.19
R0746,Bernabeu District 0746,Z05,Chamartín,burger,2,14.1,2.2,medium,false,random_flash,high,1.61
R0747,Usera Kebab 0747,Z12,Usera,kebab,2,9.1,1.6,medium,false,none,low,1.0
R0748,Norte Box 0748,Z06,Tetuán,fast_food,2,9.6,2.3,medium,true,weekend_discount,low,0.91
R0749,Norte Wrap 0749,Z06,Tetuán,kebab,1,9.1,1.4,medium,false,none,medium,0.72
R0750,Golden Hub 0750,Z04,Salamanca,fast_food,2,10.9,2.3,medium,false,none,medium,0.99
R0751,Metropolitano Market 0751,Z20,San Blas-Canillejas,grocery_convenience,1,7.6,1.3,small,false,none,high,0.84
R0752,Horta Burrito 0752,Z16,Hortaleza,mexican,1,13.5,2.9,medium,true,taco_tuesday_2x1,low,1.28
R0753,Vallecas Bites 0753,Z13,Puente de Vallecas,fast_food,3,11.8,1.8,medium,true,weekend_discount,low,0.8
